

gen best mean std
0 74.729012 0.392523 13.03028
0 74.729012 0.460589 13.112783
1 74.729012 0.267162 12.943549
2 74.729012 0.35395 13.034504
3 74.729012 0.459062 13.180038
4 74.729012 0.281132 13.122256
5 74.729012 0.183268 12.826107
6 74.729012 0.081385 12.511844
7 74.729012 0.024955 12.139101
8 74.729012 0.095507 12.184436
9 74.729012 0.213212 12.261095
10 74.729012 -0.106279 11.764088
11 74.729012 0.077463 12.139233
12 74.765589 0.471202 12.800478
13 74.765589 0.515595 12.845121
14 74.765589 0.506775 12.850325
15 74.765589 0.566581 12.882433
16 74.765589 0.560571 12.977839
17 74.765589 0.384588 12.7028
18 74.729012 0.208176 12.169692
19 74.729012 0.163814 12.156944
20 74.729012 0.176981 12.55409
21 74.729012 0.172624 12.559053
22 74.729012 0.154378 12.486253
23 74.729012 0.132086 12.450082
24 74.729012 0.095651 12.461965
25 74.729012 0.250498 12.367889
26 74.729012 0.090216 12.294899
27 74.446067 -0.191899 11.656666
28 74.446067 -0.12906 11.904156
29 84.790528 0.298454 12.802356
30 84.790528 0.292546 12.790301
31 84.790528 0.377113 12.798032
32 84.790528 0.336262 12.781145
33 84.790528 0.396053 12.820341
34 84.790528 0.301527 12.739392
35 84.790528 0.177865 12.586671
36 84.790528 0.148707 12.455716
37 84.790528 0.140926 12.449289
38 84.790528 0.368858 12.578985
39 84.790528 0.425915 12.609194
40 84.790528 0.443961 12.60789
41 84.790528 0.513035 12.631797
42 84.790528 0.379452 12.507253
43 84.790528 0.46916 12.778911
44 84.790528 0.54906 13.245101
45 84.790528 0.55418 13.315736
46 84.790528 0.433634 13.243331
47 84.790528 0.452142 13.242041
48 84.790528 0.264716 12.744113
49 84.790528 0.28372 12.832382
50 84.790528 0.545019 13.159598
51 84.790528 0.350495 12.937521
52 84.790528 0.155438 12.861835
53 84.790528 -0.031414 12.699589
54 84.790528 0.033461 12.84391
55 84.790528 0.204575 13.169939
56 84.790528 0.199615 13.3178
57 84.790528 -0.151383 12.902564
58 84.790528 0.176605 13.188458
59 84.790528 0.299552 13.437753
60 84.790528 0.427172 13.675628
61 84.790528 0.819247 14.020078
62 84.790528 0.684644 13.73258
63 84.790528 0.897548 14.071429
64 74.757777 0.810876 13.603571
65 74.757777 0.720526 13.524531
66 74.757777 0.823851 13.59431
67 74.757777 0.887924 13.656909
68 74.757777 0.832137 13.536574
69 74.757777 0.651215 13.439598
70 74.757777 0.63757 13.442368
71 74.757777 0.822694 13.805344
72 74.757777 0.724333 13.775729
73 74.757777 0.53052 13.447994
74 74.757777 0.234085 12.931062
75 74.757777 0.270333 12.975049
76 74.757777 0.413934 13.261265
77 74.757777 0.269693 12.976366
78 74.757777 0.02142 12.489691
79 56.742332 -0.186195 11.930541
80 56.742332 -0.179831 11.929047
81 56.742332 -0.182988 11.942301
82 56.742332 -0.090098 11.862737
83 56.742332 0.106417 12.004867
84 56.742332 0.111898 12.008858
85 56.742332 -0.078651 11.600157
86 56.742332 0.010374 11.696633
87 65.730904 -0.014307 11.927292
88 65.730904 0.13358 12.240927
89 65.769519 0.205044 12.513386
90 65.769519 0.199889 12.452834
91 65.769519 0.353447 12.547231
92 65.769519 0.111865 12.38198
93 65.769519 -0.102155 12.200923
94 65.769519 -0.197772 12.126012
95 65.769519 -0.263613 12.077165
96 65.769519 -0.135846 12.316059
97 65.769519 -0.115173 12.586551
98 65.769519 -0.063074 12.661905
99 65.769519 0.023361 12.755862
