

gen best mean std
0 47.523028 -2.85948 9.350322
0 47.523028 -2.788848 9.420668
1 47.523028 -2.852208 9.40978
2 47.523028 -2.918176 9.33727
3 47.523028 -2.937765 9.331672
4 47.523028 -3.045306 9.105092
5 39.222348 -2.999985 9.077887
6 39.222348 -2.998922 9.077546
7 39.222348 -3.061753 9.000279
8 39.222348 -3.04152 9.069169
9 39.222348 -3.046112 9.02655
10 39.222348 -3.027123 9.03015
11 39.222348 -3.089938 8.952341
12 39.222348 -3.132818 8.922026
13 39.222348 -3.110537 8.970406
14 57.2699 -2.941523 9.443607
15 57.2699 -2.87722 9.475147
16 57.2699 -2.897208 9.47729
17 57.2699 -3.003391 9.25379
18 57.2699 -3.150827 9.035731
19 57.2699 -2.945194 9.369867
20 57.2699 -2.986445 9.21896
21 57.2699 -3.072692 8.991913
22 57.2699 -3.074454 8.992514
23 57.2699 -3.201734 8.878907
24 57.2699 -3.031088 9.189312
25 57.2699 -2.945043 9.268152
26 57.2699 -3.074629 9.035825
27 57.2699 -3.115212 9.027431
28 57.2699 -3.114904 9.02734
29 57.2699 -3.072679 9.055842
30 57.2699 -3.027076 9.063483
31 57.2699 -2.921659 9.291493
32 57.2699 -3.050872 9.059842
33 57.2699 -3.135055 8.828654
34 57.2699 -3.11522 8.833749
35 57.2699 -3.119523 8.834893
36 57.2699 -3.119189 8.834306
37 57.2699 -3.185147 8.75642
38 57.2699 -3.226407 8.594222
39 57.2699 -3.223347 8.593458
40 57.2699 -3.221594 8.592923
41 39.222348 -3.390702 8.063368
42 39.222348 -3.391829 8.06378
43 39.222348 -3.476358 7.849748
44 39.222348 -3.429099 7.934049
45 39.222348 -3.472579 7.922521
46 39.222348 -3.452201 8.094779
47 39.222348 -3.494943 8.010751
48 39.222348 -3.577245 7.743313
49 39.222348 -3.580185 7.744019
50 39.222348 -3.644038 7.699354
51 39.222348 -3.665274 7.641562
52 39.222348 -3.730837 7.544915
53 39.222348 -3.68657 7.558264
54 39.222348 -3.683695 7.561521
55 39.222348 -3.790678 7.268866
56 39.222348 -3.835515 7.229931
57 39.222348 -3.877825 7.214108
58 39.222348 -3.983326 6.903335
59 39.222348 -3.92078 7.1173
60 39.222348 -3.943271 7.027796
61 39.222348 -3.898791 7.043596
62 39.222348 -3.94467 7.025665
63 39.222348 -3.947414 7.026494
64 39.222348 -3.94613 7.026107
65 39.222348 -3.926803 7.034915
66 39.222348 -3.818812 7.338599
67 75.263428 -3.627317 8.288798
68 75.263428 -3.455274 8.628803
69 75.263428 -3.26378 9.022967
70 75.263428 -3.222682 9.032809
71 75.263428 -3.05399 9.25905
72 75.263428 -3.013022 9.288948
73 75.263428 -2.821754 9.663179
74 75.263428 -2.993867 9.373489
75 75.263428 -2.927862 9.446374
76 75.263428 -2.904247 9.451609
77 75.263428 -2.904699 9.530086
78 75.263428 -2.948079 9.48078
79 75.263428 -2.714814 9.838335
80 75.263428 -2.588671 10.218467
81 75.263428 -2.331776 10.668465
82 75.263428 -2.456976 10.473427
83 75.263428 -2.564296 10.277022
84 75.263428 -2.629484 10.212546
85 75.263428 -2.627972 10.212067
86 75.263428 -2.563398 10.276991
87 75.263428 -2.649597 10.07872
88 75.263428 -2.670372 10.075527
89 75.263428 -2.714713 10.069822
90 75.263428 -2.692759 10.072645
91 75.263428 -2.587351 10.161754
92 75.263428 -2.561202 10.163118
93 75.263428 -2.66809 9.999343
94 39.222348 -2.925679 9.173031
95 39.222348 -2.921524 9.131875
96 39.222348 -2.896374 9.280206
97 39.222348 -2.791087 9.440314
98 39.222348 -2.726351 9.511587
99 39.222348 -2.792037 9.480914
