

gen best mean std
0 74.761675 0.989757 14.357646
0 74.761675 1.066949 14.297039
1 74.761675 0.917487 14.141107
2 74.761675 0.9119 14.10456
3 74.761675 0.908663 14.136196
4 74.761675 0.934074 14.130121
5 74.761675 1.021701 14.141527
6 74.761675 1.000223 14.106057
7 74.761675 1.202745 14.266778
8 74.761675 1.354257 14.511656
9 74.761675 1.287205 14.511893
10 74.761675 1.226007 14.487949
11 74.761675 1.376665 14.720986
12 74.761675 1.375426 14.721223
13 74.761675 1.350775 14.73388
14 74.761675 1.350278 14.760609
15 74.761675 1.205077 14.522064
16 74.761675 1.341313 14.583165
17 74.761675 1.688544 14.842103
18 74.761675 1.687187 14.816536
19 74.761675 1.650405 15.013838
20 74.761675 1.4822 14.812897
21 74.761675 1.444263 14.781741
22 74.761675 1.298883 14.71952
23 74.761675 1.476068 14.858059
24 74.761675 1.356191 14.829488
25 74.761675 1.424167 14.780015
26 74.761675 0.795079 14.014688
27 74.761675 1.019406 14.157744
28 74.761675 1.191159 14.378071
29 74.761675 1.237801 14.431616
30 74.761675 1.345439 14.520075
31 74.761675 1.04634 14.207514
32 74.761675 1.216914 14.274312
33 74.761675 1.124161 14.210741
34 74.761675 0.811392 13.969448
35 74.761675 0.80588 13.942144
36 74.761675 0.757325 13.91662
37 74.761675 0.760405 13.915075
38 74.761675 0.879304 14.020141
39 74.761675 0.764326 13.804524
40 74.761675 0.910464 13.952068
41 74.761675 0.882273 13.936902
42 74.761675 0.877941 13.865631
43 74.761675 0.948821 13.89541
44 74.761675 0.960451 13.939582
45 74.761675 0.997703 13.966993
46 74.761675 0.911072 13.896823
47 74.761675 0.768727 13.798684
48 74.761675 0.546033 13.454068
49 74.761675 0.282199 13.300718
50 74.761675 0.365558 13.371174
51 85.99141 0.581655 13.990943
52 85.99141 0.652418 13.988081
53 85.99141 0.786914 14.082977
54 85.99141 0.692044 14.011993
55 85.99141 0.643561 14.021262
56 85.99141 0.390904 13.8489
57 85.99141 0.108814 13.564606
58 85.99141 0.110803 13.56168
59 85.99141 -0.019148 13.442416
60 85.99141 0.091754 13.68867
61 85.99141 0.091189 13.795551
62 85.99141 0.033203 13.593194
63 85.99141 0.045095 13.679794
64 85.99141 0.181933 13.795034
65 85.99141 0.107654 13.725949
66 85.99141 -0.046727 13.64735
67 85.99141 0.088818 13.833818
68 85.99141 -0.041199 13.697064
69 85.99141 -0.126023 13.635731
70 74.761675 -0.325871 12.988098
71 74.761675 -0.133047 13.139464
72 74.761675 -0.242515 13.103433
73 74.761675 -0.252327 13.099573
74 74.761675 -0.13513 13.181532
75 74.761675 -0.372236 12.983965
76 74.761675 -0.303454 13.028338
77 74.761675 -0.325253 13.004046
78 74.761675 -0.302281 13.015532
79 74.761675 -0.210361 12.809524
80 74.761675 -0.451315 12.558355
81 74.761675 -0.079767 12.990878
82 74.761675 -0.028034 13.213338
83 74.761675 -0.06857 13.215992
84 74.761675 0.061123 13.466985
85 74.761675 0.023956 13.342718
86 74.761675 0.022934 13.378165
87 74.761675 0.06658 13.467448
88 74.761675 0.087104 13.510737
89 74.761675 0.025458 13.278841
90 74.761675 0.18588 13.602236
91 87.216493 0.471921 14.238366
92 87.216493 0.426324 14.201056
93 87.216493 0.377334 14.340029
94 87.216493 0.47089 14.374434
95 87.216493 0.574898 14.471989
96 87.216493 0.449523 14.345364
97 87.216493 0.542016 14.420506
98 87.216493 0.433488 14.354787
99 87.216493 0.356778 14.252636
