

gen best mean std
0 86.39141 1.130964 14.896169
0 86.39141 0.997348 14.576241
1 86.39141 1.020501 14.433602
2 86.39141 1.12671 14.524423
3 86.793424 1.173002 14.647404
4 86.793424 1.303883 15.013329
5 86.793424 1.539932 15.321396
6 86.793424 1.505817 15.267148
7 86.793424 1.627697 15.471302
8 86.793424 1.596583 15.146795
9 86.793424 1.592247 15.213791
10 86.793424 1.621673 15.12259
11 86.793424 1.458071 15.086078
12 86.793424 1.346982 15.149694
13 86.793424 1.396608 15.095524
14 86.793424 1.53057 15.12761
15 86.793424 1.493403 14.807084
16 86.793424 1.752942 15.089795
17 86.793424 1.442869 14.964755
18 86.793424 1.25915 14.707258
19 86.793424 1.334462 14.667856
20 86.793424 1.211827 14.303341
21 86.793424 1.196478 14.239224
22 86.793424 1.415022 14.529798
23 86.793424 1.352195 14.485406
24 86.793424 1.321493 14.720398
25 86.793424 1.23271 14.473696
26 86.793424 1.38354 14.901489
27 86.793424 1.321991 14.864952
28 86.793424 0.881939 14.066247
29 86.793424 1.12057 14.351389
30 86.793424 1.179181 14.495734
31 86.793424 1.263583 14.675701
32 86.793424 1.374747 14.961348
33 86.793424 1.447724 14.894469
34 86.793424 1.337333 14.617118
35 86.793424 1.289255 14.386206
36 65.888533 1.117904 13.968628
37 65.888533 1.07329 13.935386
38 65.888533 0.832793 13.777025
39 65.888533 0.66495 13.468042
40 65.866602 0.504706 13.087662
41 65.866602 0.610162 13.140348
42 65.866602 0.616672 13.153741
43 65.866602 0.485078 13.076707
44 65.866602 0.520671 13.130316
45 65.866602 0.37483 13.036215
46 65.866602 0.28976 12.829362
47 65.866602 0.239577 12.834984
48 65.866602 0.244574 12.788084
49 65.866602 0.095094 12.51069
50 65.866602 0.029816 12.501407
51 65.866602 -0.104469 12.409763
52 65.866602 0.106942 12.73903
53 65.866602 -0.138893 12.578551
54 65.866602 0.047044 12.893601
55 65.866602 -0.040371 12.768597
56 65.866602 -0.153585 12.712699
57 56.783394 -0.540233 11.897332
58 56.783394 -0.315755 12.109459
59 56.783394 -0.552503 11.735884
60 66.379599 -0.172657 12.545446
61 66.379599 0.027016 12.635887
62 66.379599 -0.191454 12.287311
63 66.379599 -0.012748 12.500001
64 66.379599 0.206909 12.671672
65 66.379599 0.134573 12.714178
66 66.379599 0.089833 12.665627
67 66.379599 0.135315 12.673173
68 66.379599 0.289296 12.75589
69 66.379599 0.220601 12.532938
70 66.379599 0.418686 12.657918
71 66.379599 0.284627 12.517162
72 66.379599 0.18523 12.240758
73 66.379599 0.08759 12.019928
74 66.379599 0.17182 12.211927
75 66.379599 0.150635 12.203156
76 66.379599 0.306552 12.330459
77 66.379599 0.224784 12.208685
78 66.379599 0.410006 12.525001
79 66.379599 0.511425 12.788931
80 66.379599 0.559489 12.880771
81 66.379599 0.396041 12.832503
82 66.379599 0.163362 12.626424
83 66.379599 -0.02681 12.486529
84 66.379599 0.015688 12.483675
85 66.379599 -0.101766 12.435129
86 66.379599 -0.127095 12.380128
87 66.379599 0.014023 12.420234
88 66.379599 0.101696 12.503587
89 66.379599 0.250847 12.619604
90 56.742332 -0.068145 11.886678
91 65.855814 0.076116 12.292547
92 65.855814 0.306284 12.52608
93 65.855814 0.288341 12.510979
94 65.855814 0.15834 12.357507
95 65.855814 0.161768 12.356075
96 65.855814 0.181343 12.315579
97 65.855814 -0.050512 12.128283
98 65.855814 -0.04349 12.160311
99 65.855814 -0.03859 12.283851
