

gen best mean std
0 56.77941 0.791965 12.83808
0 56.77941 0.777313 12.820008
1 56.77941 0.909149 12.863878
2 56.77941 0.489869 12.379341
3 56.77941 0.44342 12.099612
4 56.77941 0.597528 12.255009
5 56.77941 0.525363 12.287019
6 56.77941 0.334668 12.183026
7 56.77941 0.416341 12.277453
8 56.77941 0.369041 12.28313
9 56.991187 0.415792 12.304396
10 56.991187 0.481506 12.355081
11 56.991187 0.413698 12.234121
12 56.991187 0.619502 12.449893
13 56.991187 0.533333 12.419083
14 56.991187 0.645149 12.438791
15 56.991187 0.486634 12.318125
16 56.991187 0.493324 12.313936
17 65.761675 0.729996 12.740563
18 65.761675 0.860869 12.826277
19 65.761675 0.759479 12.625969
20 65.761675 0.810886 12.653015
21 65.761675 1.005029 12.851501
22 65.761675 0.968853 12.745208
23 65.761675 1.017345 12.717587
24 65.761675 0.949152 12.645738
25 65.761675 1.26886 13.140653
26 65.761675 1.282669 13.072307
27 65.761675 1.443959 13.218018
28 65.761675 1.466513 13.212428
29 56.991187 1.160172 12.740229
30 56.77941 1.204171 12.730539
31 56.77941 1.119519 12.681504
32 56.77941 1.138955 12.773668
33 56.77941 1.002673 12.458996
34 56.77941 0.850414 12.409159
35 56.77941 0.717202 12.569092
36 56.77941 0.883545 12.781325
37 56.77941 1.072973 12.959044
38 56.77941 0.915982 12.890026
39 56.77941 1.221626 13.022985
40 65.559053 1.328008 13.423674
41 65.559053 1.200153 13.35007
42 84.793424 1.249413 13.708961
43 84.793424 1.508936 13.872477
44 84.793424 1.498956 14.014926
45 84.793424 1.542191 14.055351
46 84.793424 0.955195 13.497277
47 84.793424 0.995765 13.669326
48 84.793424 0.896717 13.620841
49 84.793424 1.170509 14.040146
50 84.793424 1.127932 14.003417
51 84.793424 1.507311 14.647862
52 84.793424 1.57853 14.886618
53 84.793424 1.739063 14.972154
54 84.793424 1.873293 15.157091
55 84.793424 2.131038 15.55076
56 84.793424 2.041091 15.525012
57 84.793424 2.087259 15.438807
58 84.793424 1.94341 15.563108
59 84.793424 1.960978 15.264939
60 84.793424 1.941116 15.262269
61 84.793424 2.067804 15.500852
62 84.793424 2.046548 15.461994
63 74.742332 1.614491 14.671614
64 74.742332 1.624125 14.530297
65 85.211736 1.616755 14.739747
66 85.211736 1.522072 14.665935
67 85.211736 1.583036 14.733067
68 85.211736 1.960967 14.952125
69 85.211736 2.028741 15.000899
70 85.211736 1.793148 14.621241
71 85.211736 1.846026 14.656834
72 85.211736 1.78086 14.811061
73 85.211736 1.593403 14.536614
74 85.211736 1.13527 13.800111
75 85.211736 1.030502 13.729337
76 85.211736 0.873457 13.575858
77 85.211736 0.891106 13.572856
78 85.211736 0.909269 13.618893
79 56.77941 0.557145 12.608289
80 56.77941 0.597969 12.571169
81 56.77941 0.580901 12.532823
82 56.77941 0.586581 12.450939
83 56.77941 0.551381 12.170295
84 74.748096 0.764292 12.673187
85 74.759724 0.932338 13.127126
86 74.759724 0.977773 13.333306
87 74.759724 0.972334 13.280723
88 74.759724 0.90347 13.207644
89 74.759724 1.082074 13.300209
90 74.759724 0.978284 13.278214
91 74.759724 1.133036 13.352037
92 74.759724 1.189235 13.469449
93 74.759724 1.137951 13.46612
94 74.759724 1.244352 13.512547
95 74.759724 1.239534 13.479734
96 74.759724 1.344348 13.54784
97 74.759724 1.618704 13.83433
98 74.759724 1.41251 13.627593
99 74.759724 1.621999 13.77902
