

gen best mean std
0 48.023649 -2.786757 9.524468
0 48.023649 -2.694474 9.733151
1 48.023649 -2.481278 10.090755
2 48.023649 -2.648962 9.817357
3 48.023649 -2.693528 9.750986
4 48.023649 -2.499947 10.142137
5 48.023649 -2.543044 10.078991
6 48.023649 -2.738223 9.803279
7 48.023649 -2.841426 9.588818
8 48.023649 -2.775604 9.598269
9 48.023649 -3.032503 9.04125
10 48.023649 -2.972407 9.26282
11 48.023649 -2.735542 9.491117
12 48.023649 -2.694861 9.6789
13 48.023649 -2.692465 9.701179
14 48.023649 -2.697954 9.624457
15 48.023649 -2.629193 9.768437
16 48.023649 -2.776513 9.486796
17 48.023649 -2.670841 9.564465
18 48.023649 -2.429984 9.911747
19 48.023649 -2.432093 9.987153
20 48.023649 -2.518835 9.918865
21 48.023649 -2.605665 9.712407
22 48.023649 -2.669898 9.643261
23 48.023649 -2.691605 9.640249
24 48.023649 -2.82243 9.379575
25 48.023649 -2.653291 9.667862
26 48.023649 -2.524477 9.803999
27 48.023649 -2.35003 10.069867
28 48.023649 -2.373032 10.008839
29 48.023649 -2.520935 9.877832
30 48.023649 -2.483409 9.943257
31 48.023649 -2.31278 10.209474
32 48.023649 -2.415242 10.007389
33 48.023649 -2.309358 10.207912
34 48.023649 -2.246656 10.342361
35 48.023649 -2.309878 10.168611
36 48.023649 -2.50321 10.030135
37 48.023649 -2.503246 10.030067
38 48.075744 -2.313089 10.408274
39 48.075744 -2.394249 10.285759
40 48.075744 -2.26728 10.411543
41 48.075744 -2.270775 10.556225
42 48.075744 -2.124847 10.728793
43 48.075744 -2.297287 10.479872
44 48.075744 -2.404084 10.285881
45 48.075744 -2.213937 10.737035
46 48.075744 -2.10851 10.921548
47 48.075744 -2.238103 10.611303
48 48.075744 -2.195028 10.741805
49 48.075744 -2.194494 10.741533
50 48.075744 -2.446108 10.301602
51 48.075744 -2.489698 10.278178
52 48.075744 -2.639687 10.015959
53 48.075744 -2.875792 9.590811
54 48.075744 -2.959142 9.377353
55 48.075744 -2.939974 9.379549
56 48.075744 -2.941268 9.189595
57 57.127882 -2.768493 9.646415
58 57.127882 -2.851835 9.571376
59 57.127882 -2.827477 9.574019
60 57.127882 -2.762748 9.644557
61 57.127882 -2.866838 9.56782
62 57.127882 -2.758248 9.841927
63 57.127882 -2.715947 9.84723
64 57.127882 -2.591042 10.059496
65 57.127882 -2.651801 9.878832
66 57.127882 -2.610607 9.841323
67 57.127882 -2.607512 9.840334
68 57.127882 -2.608483 9.840666
69 57.127882 -2.546075 9.908549
70 57.127882 -2.501132 9.934729
71 57.127882 -2.565415 9.907395
72 57.127882 -2.736762 9.593189
73 57.127882 -2.714347 9.65527
74 57.127882 -2.712312 9.653747
75 57.127882 -2.562985 9.908957
76 57.127882 -2.583893 9.907114
77 57.127882 -2.306744 10.354619
78 57.127882 -2.413698 10.264928
79 57.127882 -2.391695 10.267062
80 57.127882 -2.501362 10.177445
81 57.127882 -2.52419 10.15634
82 57.127882 -2.483261 10.291575
83 57.127882 -2.501093 10.232467
84 57.127882 -2.607771 10.030673
85 48.023649 -2.584098 9.915005
86 48.023649 -2.586676 9.914108
87 48.023649 -2.375588 10.279563
88 48.023649 -2.398506 10.276162
89 48.023649 -2.40006 10.276611
90 48.023649 -2.312654 10.437503
91 48.023649 -2.439566 10.145059
92 48.023649 -2.459803 10.142231
93 48.023649 -2.567252 10.071694
94 48.023649 -2.440899 10.368258
95 48.023649 -2.502848 10.194978
96 48.023649 -2.587125 9.995682
97 48.023649 -2.673873 9.963417
98 48.023649 -2.732615 9.760124
99 48.023649 -2.495492 10.100015
