

gen best mean std
0 86.811736 0.971395 14.588218
0 86.811736 0.858362 14.137751
1 86.811736 0.750704 13.922406
2 86.811736 0.776811 13.910198
3 86.811736 1.007495 14.203172
4 86.811736 1.053726 14.177689
5 86.811736 0.842837 13.878981
6 86.811736 0.822811 13.881039
7 86.811736 0.801378 13.882139
8 86.811736 0.785777 13.722502
9 86.811736 0.799283 13.9271
10 86.811736 0.861745 14.000165
11 86.811736 0.937224 14.270028
12 86.811736 1.027194 14.341139
13 86.811736 1.147387 14.595245
14 86.811736 0.962679 14.445969
15 86.811736 1.23802 14.865562
16 86.811736 1.276256 15.095765
17 87.059829 1.430686 15.512049
18 87.059829 1.275 15.331103
19 87.059829 1.190481 15.178713
20 87.059829 1.1596 15.136354
21 87.059829 1.245989 15.218029
22 87.059829 1.446518 15.540972
23 87.059829 1.546693 15.769772
24 87.059829 1.806472 16.050506
25 87.059829 1.822885 16.117217
26 87.059829 1.859603 16.212037
27 87.059829 2.031283 16.183704
28 87.059829 2.096799 16.279771
29 87.059829 2.007752 16.248546
30 87.059829 2.100224 16.434076
31 87.059829 2.076062 16.438376
32 87.059829 1.931368 16.180532
33 87.059829 1.656464 15.663279
34 87.059829 1.519376 15.617551
35 87.059829 1.801827 15.822388
36 87.059829 2.019257 16.094558
37 87.059829 1.609984 15.556933
38 87.059829 1.631568 15.580209
39 87.059829 1.526069 15.383375
40 87.059829 1.392465 15.364935
41 87.059829 1.58968 15.460715
42 87.059829 1.758713 16.107613
43 86.811736 1.478619 15.437407
44 86.811736 1.523382 15.425508
45 86.811736 0.989947 15.080876
46 86.811736 0.556362 14.543621
47 86.811736 0.55515 14.568438
48 86.811736 0.745112 14.710993
49 86.811736 0.899763 14.722414
50 86.811736 0.906956 14.604942
51 86.811736 0.868272 14.534517
52 86.811736 0.908055 14.468303
53 86.811736 0.78584 14.026944
54 86.811736 0.595432 13.866642
55 86.811736 0.3727 13.418922
56 86.811736 0.39405 13.379574
57 86.811736 0.440401 13.415174
58 86.811736 0.504687 13.319141
59 86.811736 0.346 13.14317
60 86.811736 0.381273 13.156473
61 86.811736 0.204394 13.070714
62 86.811736 0.25543 13.285566
63 86.811736 0.450984 13.534893
64 86.811736 0.526834 13.828178
65 86.811736 0.634542 13.827594
66 86.811736 0.962307 14.406983
67 86.811736 0.984308 14.467368
68 86.811736 0.839106 13.810744
69 86.811736 0.954081 13.799474
70 86.811736 0.884426 13.76359
71 86.811736 0.88653 13.661654
72 86.811736 0.779506 13.374862
73 86.811736 0.876371 13.576029
74 86.811736 0.881049 13.475212
75 86.811736 0.815927 13.438379
76 86.811736 0.578675 12.959657
77 86.811736 0.615791 13.174058
78 86.811736 0.646451 13.297882
79 86.811736 0.621752 13.196865
80 86.811736 0.648339 13.236709
81 86.811736 0.584281 13.195083
82 86.811736 0.764698 13.550128
83 86.811736 0.838684 13.57628
84 86.811736 0.965809 13.809755
85 86.811736 1.139013 14.114274
86 86.811736 0.918992 13.989822
87 86.811736 0.95667 14.01994
88 86.811736 0.950077 14.062262
89 86.811736 0.92188 14.11045
90 86.811736 1.047973 14.158568
91 86.811736 1.026676 14.003789
92 86.811736 0.916632 14.20863
93 86.811736 0.862279 14.192229
94 86.811736 0.714477 14.048302
95 86.811736 0.690708 14.011855
96 86.811736 0.733426 14.040327
97 86.811736 0.65903 14.038923
98 86.811736 0.656331 14.034128
99 86.811736 0.413636 13.852535
