

gen best mean std
0 48.023649 -2.366919 10.210357
0 48.023649 -2.35906 10.207598
1 48.023649 -2.357676 10.207127
2 48.023649 -2.532598 9.944038
3 48.023649 -2.576056 9.919279
4 48.023649 -2.537181 10.057102
5 48.023649 -2.515867 10.059693
6 48.023649 -2.47394 10.122869
7 48.023649 -2.432204 10.129434
8 48.023649 -2.388617 10.264009
9 48.023649 -2.280359 10.458504
10 48.023649 -2.046739 10.839572
11 48.023649 -2.171146 10.650877
12 48.023649 -2.150267 10.777173
13 48.023649 -2.241656 10.716139
14 48.023649 -2.179602 10.776632
15 48.023649 -2.098001 10.961399
16 48.023649 -2.204233 10.775445
17 48.023649 -2.139261 10.834074
18 48.023649 -2.352468 10.456146
19 48.023649 -2.478929 10.365778
20 48.023649 -2.308757 10.550699
21 48.023649 -2.548522 10.230451
22 48.023649 -2.569621 10.18985
23 48.023649 -2.632753 10.011536
24 48.023649 -2.567548 10.036426
25 48.023649 -2.589815 10.012035
26 48.023649 -2.545633 10.036442
27 48.023649 -2.631758 9.967259
28 48.023649 -2.718606 9.898537
29 48.023649 -2.786635 9.831308
30 48.023649 -2.613235 10.066525
31 48.023649 -2.574127 10.129664
32 48.023649 -2.506032 10.155568
33 48.023649 -2.438202 10.088176
34 48.023649 -2.569839 9.882667
35 48.023649 -2.570154 9.882773
36 48.023649 -2.417869 10.092837
37 48.023649 -2.483691 10.028166
38 48.023649 -2.294646 10.417623
39 48.023649 -2.44165 10.157924
40 48.023649 -2.334815 10.28164
41 48.023649 -2.248705 10.43622
42 48.023649 -2.376607 10.238624
43 48.023649 -2.418241 10.066454
44 48.023649 -2.3955 10.126317
45 48.023649 -2.353296 10.165521
46 48.023649 -2.335742 10.314127
47 48.023649 -2.311119 10.260414
48 48.023649 -2.41625 10.192886
49 48.023649 -2.434359 10.117547
50 48.023649 -2.4334 10.117184
51 48.023649 -2.113666 10.697997
52 48.023649 -2.258371 10.503134
53 48.023649 -2.259752 10.504311
54 75.013548 -2.179106 10.974721
55 75.013548 -2.137232 11.098803
56 75.013548 -2.287948 10.895391
57 75.013548 -2.290448 10.894791
58 75.013548 -2.268084 10.949675
59 75.013548 -2.354073 10.764637
60 75.013548 -2.310391 10.769671
61 75.013548 -2.353535 10.747562
62 75.013548 -2.45874 10.557005
63 75.013548 -2.462355 10.558096
64 75.013548 -2.437931 10.634335
65 75.013548 -2.586482 10.307671
66 75.013548 -2.527652 10.372099
67 75.013548 -2.657744 10.280877
68 75.013548 -2.678214 10.163882
69 75.013548 -2.765771 10.040698
70 75.013548 -2.788833 10.037826
71 75.013548 -2.854821 10.009121
72 75.013548 -2.852474 10.008365
73 75.013548 -2.996744 9.735205
74 75.013548 -3.016674 9.593967
75 75.013548 -2.948921 9.899098
76 57.018586 -3.099371 9.164188
77 57.018586 -3.098535 9.163962
78 57.018586 -3.203021 8.930205
79 57.018586 -3.203433 8.930337
80 57.018586 -3.203335 8.886956
81 57.018586 -3.510235 8.233964
82 57.018586 -3.467822 8.404709
83 57.018586 -3.381955 8.494996
84 57.018586 -3.405823 8.489017
85 57.018586 -3.447093 8.319945
86 57.018586 -3.490194 8.147467
87 57.018586 -3.534125 8.064227
88 57.018586 -3.52926 8.062904
89 57.018586 -3.438316 8.25126
90 57.018586 -3.520627 8.156704
91 57.018586 -3.454924 8.24372
92 66.2699 -3.221406 8.995312
93 66.2699 -3.200515 9.021674
94 66.2699 -3.20291 9.020825
95 66.2699 -3.094338 9.165211
96 66.2699 -3.135999 9.156377
97 66.2699 -3.287629 8.673384
98 66.2699 -3.375427 8.631621
99 66.2699 -3.423011 8.507522
