

gen best mean std
0 92.93194 9.63685 30.147753
0 92.93194 9.536666 29.955714
1 92.93194 9.902124 30.44568
2 92.93194 9.740163 30.223378
3 92.93194 9.954063 30.35205
4 92.93194 10.134581 30.521474
5 92.93194 9.938919 30.080653
6 92.93194 10.407898 30.649571
7 92.93194 10.658699 30.917742
8 92.93194 10.095336 30.397112
9 92.93194 9.83842 30.020189
10 92.93194 9.863458 29.828804
11 92.93194 10.097632 30.201167
12 92.93194 9.343312 29.61493
13 92.93194 9.573372 29.768481
14 92.93194 9.728302 29.664749
15 92.93194 9.792718 29.686777
16 92.93194 9.862917 29.887376
17 92.93194 10.117438 30.014647
18 92.93194 9.62724 29.807416
19 92.93194 9.376559 29.447157
20 92.93194 9.16595 29.248974
21 92.93194 9.510774 29.300158
22 92.93194 9.490028 29.278627
23 92.93194 9.342605 29.179803
24 92.93194 9.408323 29.170366
25 92.93194 9.698176 29.423052
26 92.93194 9.405628 29.049227
27 92.93194 9.209199 28.755792
28 92.93194 8.950774 28.662967
29 92.93194 8.888271 28.126471
30 92.93194 8.547978 27.697596
31 92.93194 8.929716 28.404742
32 92.93194 9.25156 28.577727
33 92.93194 9.637652 28.968878
34 92.93194 10.574084 29.657141
35 92.93194 10.774048 30.011637
36 92.93194 10.580713 29.948778
37 92.93194 10.599415 30.00681
38 92.93194 10.398815 29.812723
39 92.93194 10.331076 29.821382
40 92.93194 10.157822 29.707454
41 92.93194 9.951568 29.66486
42 92.93194 10.020569 29.573196
43 92.93194 9.796899 29.334094
44 92.93194 10.072733 30.079247
45 92.93194 9.885035 29.914067
46 92.93194 9.668457 29.743957
47 92.93194 9.913893 29.972345
48 92.93194 10.61996 30.715224
49 92.93194 11.175859 31.106754
50 92.93194 11.631016 31.404429
51 92.93194 11.583038 31.490247
52 92.93194 10.792449 30.670537
53 92.93194 10.051494 30.225065
54 92.93194 10.388323 30.52282
55 92.93194 10.486182 30.622893
56 92.93194 10.404011 30.592754
57 92.93194 10.270675 30.562106
58 92.93194 10.157541 30.639314
59 92.93194 10.44763 30.825491
60 92.93194 10.694624 31.157408
61 92.93194 10.286103 30.552754
62 92.93194 10.587126 30.720432
63 92.93194 11.051148 31.222216
64 92.93194 10.766216 31.066536
65 92.93194 10.956433 31.299175
66 92.93194 10.784242 30.89696
67 92.93194 10.501764 30.640001
68 92.93194 10.998361 31.30469
69 92.93194 10.781851 30.822617
70 92.93194 10.419066 30.530129
71 92.93194 10.02384 30.261886
72 92.93194 10.542679 30.789872
73 92.93194 11.192467 31.411206
74 92.93194 11.149034 31.153491
75 92.93194 11.541699 31.51682
76 92.93194 11.549655 31.642642
77 92.93194 11.332299 31.508423
78 92.93194 11.266528 31.325127
79 92.93194 11.623087 31.57581
80 92.93194 11.130003 31.082527
81 92.93194 10.364011 30.469014
82 92.93194 10.68614 30.987294
83 92.93194 10.46206 30.696142
84 92.93194 9.870746 30.150867
85 92.93194 9.115808 29.3857
86 92.93194 9.18635 29.26142
87 92.93194 9.408913 29.499479
88 92.93194 9.918226 30.108272
89 92.93194 10.234403 30.632253
90 92.93194 10.210656 30.78315
91 92.93194 10.242219 30.546678
92 92.93194 10.590976 30.826617
93 92.93194 9.878419 30.138685
94 92.93194 9.722471 30.083158
95 92.93194 9.799823 29.915282
96 92.93194 10.007422 29.815636
97 92.93194 10.282991 29.944268
98 92.93194 10.375336 29.959994
99 92.93194 10.22451 29.820015
