

gen best mean std
0 92.048142 9.227524 29.143723
0 92.048142 9.628898 29.613445
1 92.048142 10.051957 29.956645
2 92.048142 10.25443 30.079569
3 92.048142 10.041121 29.972044
4 92.048142 10.127041 29.991514
5 92.048142 10.606218 30.516617
6 92.048142 10.470924 30.399354
7 92.048142 10.406145 30.401425
8 92.048142 10.538212 30.342116
9 91.490612 10.686903 30.643057
10 91.490612 10.989985 30.909134
11 91.490612 10.664916 30.802126
12 91.490612 9.984086 30.275957
13 91.490612 9.817765 29.966924
14 91.490612 9.946409 30.018401
15 91.490612 10.358786 30.232371
16 91.490612 9.940549 29.956565
17 91.490612 9.962914 30.140753
18 91.490612 10.014462 30.330207
19 91.490612 10.187923 30.432011
20 91.490612 10.318438 30.719933
21 91.490612 10.009778 30.076567
22 91.490612 10.357145 30.344297
23 91.490612 9.941455 30.172767
24 91.490612 9.174458 29.324496
25 92.690612 9.227899 29.315905
26 92.690612 9.226775 29.309113
27 92.690612 9.247978 29.346152
28 92.690612 9.085484 29.34519
29 92.690612 8.952199 29.315998
30 92.690612 9.327591 29.724763
31 92.690612 9.155688 29.711864
32 92.690612 9.559069 30.076149
33 92.690612 9.986855 30.435923
34 92.690612 10.244448 30.632809
35 92.690612 10.128626 30.66531
36 92.690612 10.151563 30.617308
37 92.690612 10.099716 30.468735
38 92.690612 10.133272 30.557186
39 92.690612 10.585626 30.799756
40 92.690612 11.003235 31.15203
41 92.690612 11.553408 31.555554
42 92.690612 11.425304 31.376356
43 91.572379 11.874988 31.468843
44 91.572379 11.662822 31.272512
45 91.572379 11.239616 30.992926
46 91.572379 11.862767 31.311983
47 91.572379 12.336246 31.816739
48 91.490612 12.250309 31.881294
49 91.490612 12.01409 31.583935
50 92.690612 11.471594 31.226588
51 92.690612 11.659675 31.169514
52 92.690612 11.162484 30.725612
53 92.690612 10.975095 30.715545
54 92.690612 11.7658 31.602508
55 92.690612 10.83311 30.66899
56 93.409567 10.914761 30.649291
57 93.409567 10.74458 30.435314
58 93.409567 10.560054 30.434292
59 93.409567 10.322063 30.472067
60 93.409567 10.932195 30.884531
61 93.409567 10.436956 30.445654
62 93.409567 10.099859 30.189032
63 93.409567 10.460713 30.627642
64 93.409567 9.772391 30.195791
65 93.409567 9.57459 29.986941
66 93.409567 9.372611 29.748404
67 93.409567 9.390125 29.647426
68 93.409567 10.050484 30.08731
69 93.409567 10.259313 30.332102
70 93.409567 10.54477 30.450852
71 93.409567 10.199587 30.142248
72 93.409567 10.296538 30.262714
73 93.409567 9.985148 29.957931
74 93.409567 9.757514 29.920314
75 93.409567 9.897397 30.1225
76 93.409567 9.163748 29.459691
77 93.409567 9.76938 30.070909
78 93.409567 9.882312 30.274164
79 93.409567 9.392316 29.799184
80 92.418216 9.020125 29.274628
81 92.418216 8.999608 29.093817
82 92.418216 9.191255 29.108135
83 92.418216 9.608803 29.416902
84 92.418216 9.675969 29.472857
85 91.490612 9.44045 29.040323
86 91.490612 9.416535 29.047723
87 91.490612 9.19709 28.819241
88 91.490612 9.49122 29.279144
89 91.490612 10.069993 29.710806
90 91.490612 10.567981 30.184837
91 91.490612 11.0607 30.78713
92 91.490612 11.364303 30.916325
93 91.490612 11.346318 30.957432
94 91.490612 11.542219 31.141811
95 91.490612 10.962066 30.647449
96 91.490612 10.619348 30.247652
97 91.491732 11.17499 30.720309
98 91.491732 11.191955 30.884747
99 91.491732 10.705231 29.975866
