

gen best mean std
0 92.596054 10.554547 30.63375
0 92.596054 10.6791 30.574949
1 91.490612 9.996167 30.031678
2 91.490612 10.103433 30.149666
3 91.490612 10.25615 30.308561
4 92.248142 10.176312 30.342848
5 92.248142 10.65167 30.669007
6 92.248142 10.372886 30.615226
7 92.248142 10.688803 30.933998
8 92.64704 11.181478 31.286219
9 92.64704 11.619265 31.559453
10 92.64704 10.581739 30.666722
11 92.64704 11.482615 31.323188
12 92.64704 11.56882 31.455062
13 92.64704 11.838962 31.825718
14 92.64704 11.36365 31.325504
15 92.64704 11.318354 31.159261
16 92.64704 12.031252 31.785979
17 92.64704 11.672379 31.554735
18 92.64704 11.518877 31.457037
19 92.64704 11.584439 31.529243
20 92.64704 11.873538 31.466458
21 92.64704 12.128585 31.688621
22 92.64704 12.384264 31.926773
23 92.64704 12.754885 32.054333
24 92.64704 12.328565 31.592348
25 92.64704 12.307194 31.618162
26 92.64704 12.552644 31.814207
27 92.64704 12.457057 31.775989
28 92.64704 11.947166 31.337109
29 92.64704 11.030777 30.601504
30 92.64704 10.838768 30.423805
31 92.64704 10.161506 29.80165
32 92.64704 9.822978 29.552179
33 92.64704 10.632433 30.294199
34 92.64704 11.006119 30.650262
35 92.64704 10.965669 30.71135
36 92.64704 11.312278 31.128453
37 92.64704 10.543279 30.495233
38 92.64704 10.258349 30.219134
39 92.64704 10.572166 30.437429
40 92.64704 10.246048 30.269575
41 92.64704 11.045379 30.955525
42 92.64704 11.292642 31.221144
43 92.64704 11.936263 31.797057
44 92.64704 11.865437 31.565577
45 92.64704 11.911645 31.648222
46 92.64704 10.875289 30.893572
47 92.64704 11.445592 31.367507
48 91.772379 11.005628 30.73328
49 91.772379 10.384035 30.080801
50 91.772379 10.345675 30.038487
51 91.969562 10.873116 30.620282
52 91.969562 11.411269 30.748969
53 91.969562 11.406379 30.684119
54 91.969562 11.540216 30.892353
55 91.969562 11.7312 30.86088
56 91.969562 11.76682 30.74058
57 91.969562 11.839569 30.732785
58 91.969562 12.173269 31.008611
59 91.969562 11.849931 30.954633
60 91.969562 11.982677 30.941166
61 91.969562 11.600349 30.466079
62 91.969562 11.838755 30.774942
63 91.969562 11.652206 30.603817
64 91.969562 11.363292 30.217831
65 91.969562 11.162025 29.90218
66 91.969562 10.926842 29.895226
67 91.969562 10.293754 29.407677
68 91.969562 9.782815 29.012993
69 91.969562 9.67647 28.803935
70 91.969562 9.81068 29.055664
71 91.969562 9.630478 28.774758
72 92.53704 10.214041 29.297355
73 92.53704 10.524246 29.50259
74 92.53704 10.72299 29.913091
75 92.53704 10.82093 30.117545
76 92.53704 10.179011 29.607334
77 92.53704 10.52122 29.852826
78 92.53704 10.987735 30.378735
79 92.53704 11.472432 30.871351
80 92.53704 11.247851 30.477154
81 92.53704 11.157798 30.525305
82 92.53704 11.245234 30.677484
83 92.53704 11.470874 30.895837
84 92.53704 11.46435 31.099114
85 92.53704 12.010321 31.494607
86 92.53704 11.584243 31.201381
87 92.53704 11.887359 31.4308
88 92.53704 11.525354 31.052478
89 92.53704 12.088364 31.428985
90 92.53704 12.49898 31.982302
91 92.53704 11.999422 31.808051
92 92.53704 12.069693 31.969738
93 92.53704 12.8206 32.419491
94 92.53704 13.50955 32.857584
95 92.53704 12.805176 32.245926
96 92.53704 12.579072 32.051887
97 92.53704 12.635154 31.977765
98 91.490612 11.768549 31.415279
99 91.490612 11.819973 31.495225
