

gen best mean std
0 91.912404 10.513806 30.761045
0 91.912404 10.67759 30.846544
1 91.912404 10.787456 30.876423
2 91.912404 10.602301 30.606394
3 91.972379 10.591337 30.620461
4 91.972379 10.622921 30.530334
5 91.972379 10.896849 30.507016
6 91.972379 11.10097 30.629861
7 91.972379 10.417533 30.11843
8 91.972379 10.829729 30.74152
9 91.972379 10.185246 30.240991
10 91.972379 10.414281 30.331646
11 91.972379 10.512837 30.098132
12 91.972379 10.622066 30.133799
13 91.972379 10.927732 30.310719
14 91.972379 11.129494 30.525943
15 91.972379 11.297787 30.6028
16 91.972379 11.280284 30.789914
17 91.972379 11.385982 30.784192
18 91.972379 11.401667 30.775462
19 91.972379 11.102299 30.681918
20 91.972379 10.504766 30.055486
21 91.972379 10.239151 29.654663
22 91.972379 9.542283 28.84108
23 92.376119 10.194773 29.57693
24 92.376119 10.389008 29.759003
25 92.376119 10.636256 29.690178
26 92.376119 10.657885 29.713928
27 92.376119 10.291253 29.523413
28 92.376119 9.984881 29.304724
29 92.376119 9.624784 29.011435
30 92.376119 9.679571 28.917829
31 92.376119 9.554426 28.666181
32 92.376119 9.857301 28.894875
33 92.376119 9.602384 28.535021
34 91.524826 9.842927 28.733826
35 91.524826 9.788594 28.459443
36 91.524826 9.576693 28.322973
37 91.524826 9.490258 28.176956
38 91.524826 9.138347 27.872735
39 91.524826 9.055807 27.852087
40 91.524826 8.744459 27.30459
41 91.524826 9.222766 27.677283
42 91.524826 9.089987 27.509312
43 91.524826 8.42278 26.640066
44 91.524826 8.232296 26.373263
45 91.524826 8.168747 26.307325
46 91.524826 7.884785 26.125332
47 91.524826 7.671052 25.999296
48 91.524826 7.692886 25.991831
49 91.524826 7.674383 25.998185
50 91.918596 8.098992 26.420504
51 92.131096 7.988352 26.341295
52 92.372379 8.547754 27.152133
53 92.372379 8.97129 27.730755
54 92.372379 8.886007 27.788516
55 92.372379 8.819667 28.021372
56 92.372379 9.125239 28.225218
57 92.372379 8.982998 28.131918
58 92.372379 8.873536 28.051039
59 92.372379 8.901706 28.210425
60 92.590514 9.432495 28.727013
61 92.590514 9.365497 28.647539
62 92.590514 9.547909 28.908755
63 92.590514 9.742411 29.230076
64 92.590514 9.99386 29.698858
65 92.590514 10.011574 29.593576
66 92.590514 9.459794 29.276763
67 92.590514 9.172461 28.842691
68 92.590514 9.017886 28.76651
69 92.590514 8.763362 28.319958
70 92.590514 8.738487 28.394304
71 92.590514 8.349464 28.179293
72 92.590514 8.388975 28.442502
73 92.590514 8.147836 28.310818
74 92.590514 8.378921 28.555124
75 92.590514 8.069947 28.260757
76 92.590514 8.725167 29.046004
77 92.590514 8.731257 28.992194
78 92.590514 8.412607 28.594614
79 92.590514 8.644583 28.873756
80 92.590514 8.874833 29.319582
81 92.590514 9.005347 29.503746
82 92.590514 8.96097 29.532
83 92.590514 8.848154 29.276132
84 92.590514 9.319256 29.798245
85 92.590514 9.284496 29.749637
86 92.088012 9.1357 29.546226
87 92.088012 8.567437 29.178375
88 92.088012 8.806375 29.275959
89 92.088012 9.287375 29.634789
90 92.088012 9.408019 29.724805
91 92.088012 8.990908 29.177572
92 92.088012 8.813254 29.020083
93 91.890612 8.932731 29.049134
94 91.890612 8.701023 29.009121
95 91.890612 8.599943 29.104766
96 91.890612 8.747628 29.311915
97 91.890612 8.932889 29.511026
98 91.890612 9.399351 29.844974
99 91.890612 9.538625 30.070482
