

gen best mean std
0 92.937405 10.322619 30.189063
0 92.937405 10.733001 30.326786
1 92.937405 10.401949 29.976895
2 92.937405 9.962525 29.651424
3 92.937405 9.893596 29.623082
4 92.937405 10.050664 29.452889
5 92.937405 9.715066 29.120787
6 92.937405 10.400007 29.589156
7 92.13194 10.095421 29.107964
8 92.13194 9.676675 28.680046
9 92.13194 9.090459 28.171919
10 92.13194 8.827866 28.035931
11 92.13194 9.243449 28.537524
12 92.13194 9.735594 28.879343
13 92.13194 10.132479 29.299307
14 92.13194 9.831438 29.1556
15 92.13194 9.355401 28.512318
16 92.13194 9.481344 28.640379
17 92.13194 8.675356 28.126042
18 92.13194 8.832036 28.476196
19 92.13194 8.836422 28.613159
20 92.13194 9.125737 28.982655
21 92.13194 9.685477 29.613962
22 92.13194 10.106203 29.934662
23 92.13194 10.092553 29.995944
24 92.13194 10.084295 30.119844
25 92.13194 9.970018 30.142014
26 92.13194 9.328907 29.286575
27 91.84704 9.15283 29.239911
28 91.84704 8.95061 29.023031
29 91.84704 8.884069 29.02736
30 91.972379 9.018496 29.307882
31 91.972379 9.15258 29.359368
32 92.33194 9.254722 29.523557
33 92.33194 9.728764 29.898066
34 92.33194 9.854866 29.928256
35 92.33194 10.267751 30.611086
36 92.33194 10.151383 30.593614
37 92.33194 9.740675 30.336246
38 92.33194 9.354606 30.174799
39 92.64704 10.013681 30.730376
40 92.64704 10.413808 31.094059
41 92.64704 10.295851 30.929301
42 92.64704 10.791605 31.348391
43 92.64704 10.601334 31.155702
44 92.64704 10.50601 31.308461
45 92.64704 10.494703 31.471112
46 92.64704 10.93898 31.66037
47 92.64704 11.063019 31.674341
48 92.64704 11.391343 31.898344
49 92.724826 11.456645 31.892834
50 92.724826 10.917284 31.493667
51 92.724826 10.387093 30.85616
52 92.724826 10.391723 30.710462
53 92.64704 10.44298 30.612413
54 92.64704 11.364315 31.396139
55 92.64704 11.187765 31.281846
56 92.64704 10.887469 30.847426
57 92.64704 10.547922 30.735582
58 92.64704 9.941114 30.034195
59 91.972379 9.398763 29.502035
60 91.972379 9.420898 29.655945
61 91.972379 9.35771 29.545717
62 91.972379 9.963849 29.894825
63 91.972379 9.517326 29.712471
64 91.972379 9.503776 29.460265
65 91.70625 9.046949 28.908362
66 91.70625 9.243334 29.219074
67 91.70625 9.533741 29.501178
68 91.70625 9.615311 29.466898
69 91.70625 9.697494 29.721672
70 91.490612 9.775526 29.651928
71 91.490612 9.812348 29.576724
72 91.490612 10.135271 29.781115
73 92.596054 10.341847 29.859389
74 92.596054 10.499759 29.777115
75 92.596054 10.762434 30.015011
76 92.596054 10.512321 29.81819
77 92.596054 10.622985 29.928961
78 92.596054 10.439725 29.787627
79 92.596054 10.727859 30.164095
80 92.807043 11.404152 30.784244
81 92.807043 11.79136 31.066713
82 92.807043 11.726619 31.063061
83 92.807043 12.049015 31.093034
84 92.807043 11.656706 30.904868
85 92.807043 11.547593 30.965566
86 92.807043 11.335371 30.794137
87 92.807043 11.651567 31.096932
88 92.807043 11.649251 31.17075
89 92.807043 11.398774 31.170054
90 92.807043 11.773329 31.609439
91 92.807043 11.749284 31.603643
92 92.807043 11.116327 31.153469
93 92.807043 10.635118 31.055306
94 92.807043 10.371663 30.765239
95 92.807043 10.379113 30.661824
96 92.807043 10.255945 30.544902
97 92.807043 9.879347 30.060918
98 92.807043 9.871567 30.025922
99 92.807043 9.859931 29.896809
